id,english,sparql
456,who is the dbp:animator of dbr:Tommy_Tucker's_Tooth ?,select distinct ?uri where { dbr:Tommy_Tucker's_Tooth dbp:animator ?uri }
457,who is the dbo:director of dbr:Alice's_Wonderland ?,select distinct ?uri where { dbr:Alice's_Wonderland dbo:director ?uri }
458,who are the dbo:Writer whose dbo:education is dbr:Saint_Petersburg ?,select distinct ?uri where { ?uri dbo:education dbr:Saint_Petersburg . ?uri rdf:type dbo:Writer }
459,what is the dbo:influenced of the writer who is the dbo:author of dbr:Evenor_(collection) ?,select distinct ?uri where { dbr:Evenor_(collection) dbo:author ?x . ?x dbo:influenced ?uri . }
460,what is the dbp:cities of the dbr:American_Mediterranean_Sea and dbp:nickname of the dbr:Entronque_de_Herradura ?,select distinct ?uri where { dbr:American_Mediterranean_Sea dbp:cities ?uri . dbr:Entronque_de_Herradura dbp:nickname uri }
461,what is the total number of dbp:subject of the books whose dbp:publisher is dbr:Random_House ?,select distinct count ( ?uri ) where { ?x dbp:publisher dbr:Random_House . ?x dbp:subject ?uri . }
462,what is the dbo:associatedMusicalArtist of the musical artist who is the dbp:currentMembers of dbr:Al_Bano_and_Romina_Power ?,select distinct ?uri where { dbr:Al_Bano_and_Romina_Power dbp:currentMembers ?x . ?x dbo:associatedMusicalArtist ?uri . }
463,what is the dbo:Settlement whose dbp:neighboringMunicipalities is dbr:Cologny and dbo:neighboringMunicipality is dbr:Pregny-Chambésy ?,select distinct ?uri where { ?uri dbp:neighboringMunicipalities dbr:Cologny . ?uri dbo:neighboringMunicipality dbr:Pregny-Chambésy . ?uri rdf:type dbo:Settlement }
464,who is the dbp:writers of dbr:The_Sandman_(Vertigo) ?,select distinct ?uri where { dbr:The_Sandman_(Vertigo) dbp:writers ?uri }
465,"what is the office holder whose dbp:children is dbr:Lori_Black and dbp:restingPlace is dbr:Palo_Alto,_California ?","select distinct ?uri where { ?uri dbp:children dbr:Lori_Black . ?uri dbp:restingPlace dbr:Palo_Alto,_California . }"
466,what is the dbo:MilitaryUnit whose dbp:garrison is dbr:The_Pentagon and dbo:commandStructure is dbr:United_States_Department_of_Defense ?,select distinct ?uri where { ?uri dbp:garrison dbr:The_Pentagon . ?uri dbo:commandStructure dbr:United_States_Department_of_Defense . ?uri rdf:type dbo:MilitaryUnit }
467,what are the dbp:subject of dbr:A_Christian_Turn'd_Turk ?,select distinct ?uri where { dbr:A_Christian_Turn'd_Turk dbp:subject ?uri }
468,what is the dbo:award of the dbo:Writer whose dbp:notableworks is dbr:Wallace_and_Gromit ?,select distinct ?uri where { ?x dbp:notableworks dbr:Wallace_and_Gromit . ?x dbo:award ?uri . ?x rdf:type dbo:Writer }
469,is dbr:Labor_relations the dbo:mainInterest of dbr:Karl_Marx ?,ask where { dbr:Karl_Marx dbo:mainInterest dbr:Labor_relations }
470,list the dbp:crosses of the bridges whose dbp:design is dbr:Cable-stayed_bridge ?,select distinct ?uri where { ?x dbp:design dbr:Cable-stayed_bridge . ?x dbp:crosses ?uri . }
471,what are the dbo:Company whose dbo:locationCity is dbr:Texas ?,select distinct ?uri where { ?uri dbo:locationCity dbr:Texas . ?uri rdf:type dbo:Company }
472,what is the dbo:President whose dbo:lieutenant 's dbp:predecessor is dbr:Bob_C._Riley ?,select distinct ?uri where { ?x dbp:predecessor dbr:Bob_C._Riley . ?uri dbo:lieutenant ?x . ?uri rdf:type dbo:President }
473,what is the dbo:leader of the government agencies whose dbo:jurisdiction is dbr:Nazi_Germany ?,select distinct ?uri where { ?x dbo:jurisdiction dbr:Nazi_Germany . ?x dbo:leader ?uri . }
474,what is the dbo:timeZone of dbr:Banlung ?,select distinct ?uri where { dbr:Banlung dbo:timeZone ?uri }
475,what are the other dbp:doctoralStudents of the dbo:Scientist whose dbp:doctoralStudents is dbr:Mary_Ainsworth ?,select distinct ?uri where { ?x dbp:doctoralStudents dbr:Mary_Ainsworth . ?x dbp:doctoralStudents ?uri . ?x rdf:type dbo:Scientist }
476,"what is the dbo:deathPlace of the dbo:Wrestler whose dbp:billed is dbr:Norman,_Oklahoma ?","select distinct ?uri where { ?x dbp:billed dbr:Norman,_Oklahoma . ?x dbo:deathPlace ?uri . ?x rdf:type dbo:Wrestler }"
477,what is the soccer club whose dbo:owner is dbr:Shahid_Khan ?,select distinct ?uri where { ?uri dbo:owner dbr:Shahid_Khan }
478,what is the dbp:athletics of the dbo:University whose dbo:affiliation is dbr:National_Capital_Region_Athletic_Association ?,select distinct ?uri where { ?x dbo:affiliation dbr:National_Capital_Region_Athletic_Association . ?x dbp:athletics ?uri . ?x rdf:type dbo:University }
479,what is the dbo:tenant of the dbo:Stadium whose dbp:architect is dbr:Populous_(company) ?,select distinct ?uri where { ?x dbp:architect dbr:Populous_(company) . ?x dbo:tenant ?uri . ?x rdf:type dbo:Stadium }
480,what is the dbp:cities of the dbr:American_Mediterranean_Sea and dbr:Biscayne_Bay ?,select distinct ?uri where { dbr:American_Mediterranean_Sea dbp:cities ?uri . dbr:Biscayne_Bay dbp:cities ?uri . }
481,is dbr:Santa_Clara_University the dbp:managerclubs of dbr:Dean_Wurzberger ?,ask where { dbr:Dean_Wurzberger dbp:managerclubs dbr:Santa_Clara_University }
482,what is the total number of dbo:Food whose dbo:ingredient 's dbo:division is dbr:Flowering_plant ?,select distinct count ( ?uri ) where { ?x dbo:division dbr:Flowering_plant . ?uri dbo:ingredient ?x . ?uri rdf:type dbo:Food }
483,what are the soccer managers whose dbo:managerClub 's dbo:season is dbr:2014–15_Football_League_Championship ?,select distinct ?uri where { ?x dbo:season dbr:2014–15_Football_League_Championship . ?uri dbo:managerClub ?x . }
484,what is the dbo:river of the dbo:Bridge whose dbp:material is dbr:Wrought_iron ?,select distinct ?uri where { ?x dbp:material dbr:Wrought_iron . ?x dbo:river ?uri . ?x rdf:type dbo:Bridge }
485,what is the dbp:allegiance of dbr:Albert_Kwesi_Ocran ?,select distinct ?uri where { dbr:Albert_Kwesi_Ocran dbp:allegiance ?uri }
486,count the number of dbo:leader of the government agencies whose dbo:headquarter is dbr:Niederkirchnerstraße ?,select distinct count ( ?uri ) where { ?x dbo:headquarter dbr:Niederkirchnerstraße . ?x dbo:leader ?uri . }
487,what are the dbo:Sea whose dbo:location is dbr:Europe ?,select distinct ?uri where { ?uri dbo:location dbr:Europe . ?uri rdf:type dbo:Sea }
488,what is the dbp:notableworks of the dbo:Person who is the dbo:producer of dbr:Queer_as_Folk_(UK_TV_series) ?,select distinct ?uri where { dbr:Queer_as_Folk_(UK_TV_series) dbo:producer ?x . ?x dbp:notableworks ?uri . ?x rdf:type dbo:Person }
489,who is the dbo:bronzeMedalist of dbr:Swimming_at_the_2008_Summer_Olympics_–_Men's_400_metre_individual_medley ?,select distinct ?uri where { dbr:Swimming_at_the_2008_Summer_Olympics_–_Men's_400_metre_individual_medley dbo:bronzeMedalist ?uri }
490,is dbr:Stan_Lee the dbo:narrator of dbr:The_Incredible_Hulk_(1982_TV_series) ?,ask where { dbr:The_Incredible_Hulk_(1982_TV_series) dbo:narrator dbr:Stan_Lee }
491,what is the dbo:academicDiscipline of the dbr:Journal_of_Cerebral_Blood_Flow_&_Metabolism and dbo:recordLabel of the dbr:Double_Diamond_(album) ?,select distinct ?uri where { dbr:Journal_of_Cerebral_Blood_Flow_&_Metabolism dbo:academicDiscipline ?uri . dbr:Double_Diamond_(album) dbo:recordLabel uri }
492,count the dbp:country in dbr:Pioneer_Corporation ?,select distinct count ( ?uri ) where { dbr:Pioneer_Corporation dbp:country ?uri . }
493,what is the dbo:debutTeam of dbr:Butch_Metzger ?,select distinct ?uri where { dbr:Butch_Metzger dbo:debutTeam ?uri }
494,who is the scientist whose dbo:doctoralStudent is dbr:Étienne_Biéler ?,select distinct ?uri where { ?uri dbo:doctoralStudent dbr:Étienne_Biéler }
495,what are the dbo:Country whose dbo:currency is dbr:Solidus_(coin) ?,select distinct ?uri where { ?uri dbo:currency dbr:Solidus_(coin) . ?uri rdf:type dbo:Country }
496,what is the dbp:parent of the dbr:Edsel and dbp:firstTeam of the dbr:1967_Mexican_Grand_Prix ?,select distinct ?uri where { dbr:Edsel dbp:parent ?uri . dbr:1967_Mexican_Grand_Prix dbp:firstTeam uri }
497,what is the office holder whose dbo:battle are dbr:Fort_Barrancas and dbr:Fort_Gadsden ?,select distinct ?uri where { ?uri dbo:battle dbr:Fort_Barrancas . ?uri dbo:battle dbr:Fort_Gadsden . }
498,what is the dbp:related of the dbo:Automobile whose dbp:assembly is dbr:Jefferson_North_Assembly ?,select distinct ?uri where { ?x dbp:assembly dbr:Jefferson_North_Assembly . ?x dbp:related ?uri . ?x rdf:type dbo:Automobile }
499,what is the dbp:licensee of the dbr:WRVU and dbo:almaMater of the dbr:Todd_J._Campbell ?,select distinct ?uri where { dbr:WRVU dbp:licensee ?uri . dbr:Todd_J._Campbell dbo:almaMater uri }
500,what is the dbo:team of the dbr:Eddie_Anderson_(safety) and dbo:formerTeam of the dbr:Joe_Porter_(American_football) ?,select distinct ?uri where { dbr:Eddie_Anderson_(safety) dbo:team ?uri . dbr:Joe_Porter_(American_football) dbo:formerTeam ?uri . }
501,what is the dbp:borough of the dbr:Corringham_railway_station and dbo:localAuthority of the dbr:Buckhurst_Hill_County_High_School ?,select distinct ?uri where { dbr:Corringham_railway_station dbp:borough ?uri . dbr:Buckhurst_Hill_County_High_School dbo:localAuthority uri }
502,what is the dbp:pastMembers of the dbr:The_Conglomerate_(American_group) and dbo:musicalArtist of the dbr:Before_I_Let_You_Go ?,select distinct ?uri where { dbr:The_Conglomerate_(American_group) dbp:pastMembers ?uri . dbr:Before_I_Let_You_Go dbo:musicalArtist uri }
503,what is the dbo:FictionalCharacter whose dbo:species is dbr:American_Pekin_duck and dbp:relatives is dbr:Ludwig_Von_Drake ?,select distinct ?uri where { ?uri dbo:species dbr:American_Pekin_duck . ?uri dbp:relatives dbr:Ludwig_Von_Drake . ?uri rdf:type dbo:FictionalCharacter }
504,who is the dbo:governor of dbr:Carl_McCall ?,select distinct ?uri where { dbr:Carl_McCall dbo:governor ?uri }
505,what is the dbp:location of the ship whose dbp:governingBody is dbr:Maritime_Museum_of_San_Diego ?,select distinct ?uri where { ?x dbp:governingBody dbr:Maritime_Museum_of_San_Diego . ?x dbp:location ?uri . }
506,what is the dbo:Engine whose dbo:successor 's dbo:predecessor is dbr:BMW_M10 ?,select distinct ?uri where { ?x dbo:predecessor dbr:BMW_M10 . ?uri dbo:successor ?x . ?uri rdf:type dbo:Engine }
507,what are the dbo:Film whose dbo:director is dbr:Stanley_Kubrick ?,select distinct ?uri where { ?uri dbo:director dbr:Stanley_Kubrick . ?uri rdf:type dbo:Film }
508,what is the dbp:draftTeam of the dbo:Person whose dbp:league is dbr:National_Hockey_League ?,select distinct ?uri where { ?x dbp:league dbr:National_Hockey_League . ?x dbp:draftTeam ?uri . ?x rdf:type dbo:Person }
509,what is the dbo:appointer of the dbr:Joseph_Clay_(Georgia) and dbp:keyPeople of the dbr:Maryland_Jockey_Club ?,select distinct ?uri where { dbr:Joseph_Clay_(Georgia) dbo:appointer ?uri . dbr:Maryland_Jockey_Club dbp:keyPeople uri }
510,what is the dbo:developer of the dbo:Software which is the dbo:operatingSystem of dbr:Macintosh_Quadra_660AV ?,select distinct ?uri where { dbr:Macintosh_Quadra_660AV dbo:operatingSystem ?x . ?x dbo:developer ?uri . ?x rdf:type dbo:Software }
511,what is the dbo:formerTeam of dbr:Carlos_Emmons_(American_football) ?,select distinct ?uri where { dbr:Carlos_Emmons_(American_football) dbo:formerTeam ?uri }
512,what are the dbo:employer of dbr:Don_R._Berlin ?,select distinct ?uri where { dbr:Don_R._Berlin dbo:employer ?uri }
513,is dbr:Stoke_City_F.C. the dbp:currentclub of dbr:Peter_Crouch ?,ask where { dbr:Peter_Crouch dbp:currentclub dbr:Stoke_City_F.C. }
514,what is the company whose dbp:services is dbr:Outlook.com and dbp:products is dbr:Microsoft_Visual_Studio ?,select distinct ?uri where { ?uri dbp:services dbr:Outlook.com . ?uri dbp:products dbr:Microsoft_Visual_Studio . }
515,what is the dbo:source of the dbr:Broad_Creek_(Susquehanna_River) and dbo:location of the dbr:Audenried_Tunnel ?,select distinct ?uri where { dbr:Broad_Creek_(Susquehanna_River) dbo:source ?uri . dbr:Audenried_Tunnel dbo:location uri }
516,is dbr:International_Style_(architecture) the dbp:architecture of dbr:Mount_St._Peter_Church ?,ask where { dbr:Mount_St._Peter_Church dbp:architecture dbr:International_Style_(architecture) }
517,who is the dbp:starring of the dbr:The_Mating_Habits_of_the_Earthbound_Human and dbo:associatedMusicalArtist of the dbr:Mams_Taylor ?,select distinct ?uri where { dbr:The_Mating_Habits_of_the_Earthbound_Human dbp:starring ?uri . dbr:Mams_Taylor dbo:associatedMusicalArtist ?uri . }
518,how many other dbp:guests are there of the television episodes whose dbp:guests is dbr:Brian_d'Arcy_James ?,select distinct count ( ?uri ) where { ?x dbp:guests dbr:Brian_d'Arcy_James . ?x dbp:guests ?uri }
519,who is the dbp:writer of dbr:He's_a_Pirate ?,select distinct ?uri where { dbr:He's_a_Pirate dbp:writer ?uri }
520,what are the dbo:Film whose dbo:musicComposer 's dbo:recordLabel is dbr:RCA_Records ?,select distinct ?uri where { ?x dbo:recordLabel dbr:RCA_Records . ?uri dbo:musicComposer ?x . ?uri rdf:type dbo:Film }
521,is dbr:Mark_Twain the dbo:coverArtist of dbr:The_Adventures_of_Tom_Sawyer ?,ask where { dbr:The_Adventures_of_Tom_Sawyer dbo:coverArtist dbr:Mark_Twain }
522,list the dbo:sport of the dbo:EducationalInstitution whose dbp:affiliations is dbr:International_Association_of_Universities ?,select distinct ?uri where { ?x dbp:affiliations dbr:International_Association_of_Universities . ?x dbo:sport ?uri . ?x rdf:type dbo:EducationalInstitution }
523,what is the dbo:ideology of dbr:Palang_Dharma_Party ?,select distinct ?uri where { dbr:Palang_Dharma_Party dbo:ideology ?uri }
524,who is the person whose dbo:knownFor are dbr:War_of_1812 and dbr:Battle_of_the_Thames ?,select distinct ?uri where { ?uri dbo:knownFor dbr:War_of_1812 . ?uri dbo:knownFor dbr:Battle_of_the_Thames . }
525,what is the dbo:AcademicJournal whose dbp:editor is dbr:Stephen_Law and dbp:discipline is dbr:Philosophy ?,select distinct ?uri where { ?uri dbp:editor dbr:Stephen_Law . ?uri dbp:discipline dbr:Philosophy . ?uri rdf:type dbo:AcademicJournal }
526,what is the dbo:MilitaryConflict whose dbo:place is dbr:Israel and dbo:commander is dbr:Jaber_Al-Ahmad_Al-Sabah ?,select distinct ?uri where { ?uri dbo:place dbr:Israel . ?uri dbo:commander dbr:Jaber_Al-Ahmad_Al-Sabah . ?uri rdf:type dbo:MilitaryConflict }
527,what is the office holder whose dbo:vicePresident 's dbp:restingplace is dbr:United_First_Parish_Church ?,select distinct ?uri where { ?x dbp:restingplace dbr:United_First_Parish_Church . ?uri dbo:vicePresident ?x . }
528,what is the dbp:nationality of the dbo:FictionalCharacter whose dbp:last is dbr:The_Avengers_(1998_film) ?,select distinct ?uri where { ?x dbp:last dbr:The_Avengers_(1998_film) . ?x dbp:nationality ?uri . ?x rdf:type dbo:FictionalCharacter }
529,what is the dbo:ideology of the dbr:Palang_Dharma_Party and dbo:religion of the dbr:Miao_people ?,select distinct ?uri where { dbr:Palang_Dharma_Party dbo:ideology ?uri . dbr:Miao_people dbo:religion uri }
530,what dbo:Film 's dbo:producer is dbr:Michael_Deeley ?,select distinct ?uri where { ?uri dbo:producer dbr:Michael_Deeley . ?uri rdf:type dbo:Film }
531,what is the dbp:residence of the dbr:Scott_Berkun and dbr:Dennis_DeConcini ?,select distinct ?uri where { dbr:Scott_Berkun dbp:residence ?uri . dbr:Dennis_DeConcini dbp:residence ?uri . }
532,what is the dbp:deathPlace of dbr:Louis_Chevrolet ?,select distinct ?uri where { dbr:Louis_Chevrolet dbp:deathPlace ?uri }
533,is dbr:Bacteria the dbp:domain of dbr:Bacillus ?,ask where { dbr:Bacillus dbp:domain dbr:Bacteria }
534,what is the dbp:affiliation of dbr:Lumbini_Bauddha_University ?,select distinct ?uri where { dbr:Lumbini_Bauddha_University dbp:affiliation ?uri }
535,what is the dbp:characterName of the dbo:FictionalCharacter whose dbp:creators is dbr:Frank_Miller_(comics) ?,select distinct ?uri where { ?x dbp:creators dbr:Frank_Miller_(comics) . ?x dbp:characterName ?uri . ?x rdf:type dbo:FictionalCharacter }
536,what is the total number of software whose dbp:programmingLanguage is dbr:C++ and dbo:operatingSystem is dbr:Microsoft_Windows ?,select distinct count ( ?uri ) where { ?uri dbp:programmingLanguage dbr:C++ . ?uri dbo:operatingSystem dbr:Microsoft_Windows }
537,what is the total number of dbo:OfficeHolder whose dbp:predecessor 's dbp:deputy is dbr:Jenny_Macklin ?,select distinct count ( ?uri ) where { ?x dbp:deputy dbr:Jenny_Macklin . ?uri dbp:predecessor ?x . ?uri rdf:type dbo:OfficeHolder }
538,give me a count of soccer managers whose dbo:managerClub is dbr:Middlesbrough_F.C. ?,select distinct count ( ?uri ) where { ?uri dbo:managerClub dbr:Middlesbrough_F.C. . }
539,what is the dbo:BasketballTeam whose dbp:arena is dbr:The_Palace_of_Auburn_Hills and dbp:president is dbr:Stan_Van_Gundy ?,select distinct ?uri where { ?uri dbp:arena dbr:The_Palace_of_Auburn_Hills . ?uri dbp:president dbr:Stan_Van_Gundy . ?uri rdf:type dbo:BasketballTeam }
540,give me a count of dbo:Bridge whose dbo:locatedInArea is dbr:California ?,select distinct count ( ?uri ) where { ?uri dbo:locatedInArea dbr:California . ?uri rdf:type dbo:Bridge }
541,what are the other dbp:athletics of the universities whose dbp:athletics is dbr:Taekwondo ?,select distinct ?uri where { ?x dbp:athletics dbr:Taekwondo . ?x dbp:athletics ?uri . }
542,who are the military people whose dbp:placeofburial is dbr:Arlington_National_Cemetery ?,select distinct ?uri where { ?uri dbp:placeofburial dbr:Arlington_National_Cemetery }
543,what is the dbo:OfficeHolder whose dbp:spouse is dbr:Dolley_Madison and dbp:branch is dbr:Militia ?,select distinct ?uri where { ?uri dbp:spouse dbr:Dolley_Madison . ?uri dbp:branch dbr:Militia . ?uri rdf:type dbo:OfficeHolder }
544,what is the dbo:country of the dbo:Athlete whose dbo:team is dbr:Waitakere_United ?,select distinct ?uri where { ?x dbo:team dbr:Waitakere_United . ?x dbo:country ?uri . ?x rdf:type dbo:Athlete }
545,"how many dbo:stylisticOrigin are there , of the music genres whose dbp:instruments is dbr:Drum_kit ?",select distinct count ( ?uri ) where { ?x dbp:instruments dbr:Drum_kit . ?x dbo:stylisticOrigin ?uri . ?uri rdf:type dbo:MusicGenre }
546,is dbr:Trevor_Peacock the dbp:narrator of dbr:Fred_Claus ?,ask where { dbr:Fred_Claus dbp:narrator dbr:Trevor_Peacock }
547,what is the river whose dbp:mouthLocation are dbr:Laptev_Sea and dbr:Arctic_Ocean ?,select distinct ?uri where { ?uri dbp:mouthLocation dbr:Laptev_Sea . ?uri dbp:mouthLocation dbr:Arctic_Ocean . }
548,what is the dbo:associatedBand of the musical artist who is the dbo:bandMember of dbr:Guy_(band) ?,select distinct ?uri where { dbr:Guy_(band) dbo:bandMember ?x . ?x dbo:associatedBand ?uri . }
549,what is the dbo:opponent of the dbo:Person whose dbo:relation is dbr:Thomas_Helwys ?,select distinct ?uri where { ?x dbo:relation dbr:Thomas_Helwys . ?x dbo:opponent ?uri . ?x rdf:type dbo:Person }
